node,technology,year_vtg,year_act,mode,time,type_addon,value,unit
R12_PAS,h2_elec_soe,2050,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2050,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2050,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2050,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2050,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2055,2055,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2055,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2055,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2055,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2060,2060,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2060,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2060,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2060,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2070,2070,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2070,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2070,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2080,2080,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2080,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2080,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2090,2090,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2090,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2090,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2100,2100,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2100,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_AFR,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_RCPA,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_EEU,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_FSU,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_LAM,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_MEA,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_NAM,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAO,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_PAS,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_SAS,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_WEU,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
R12_CHN,h2_elec_soe,2110,2110,fuel,year,methanol_synthesis_addon,0.897,-
